id,age,steps
10303,21,8206
91710,46,6736
54655,25,10073
59122,46,7488
18554,56,6107
27233,37,5854
13519,33,6664
48418,35,7583
1348,31,6920
79256,41,6645
65574,32,9151
41626,28,10514
86187,38,-1
77412,49,6329
43989,47,5565
19209,30,6199
20283,39,6666
19218,40,8051
68518,42,6060
79774,47,6769
62329,44,3929
92430,32,7886
51682,43,8348
21609,43,6347
52015,42,7402
24655,48,7051
40049,30,9505
23717,49,5719
50451,40,5821
7890,44,6505
66488,23,7661
23660,18,-1
81410,38,8614
89239,47,-1
55767,27,7122
25128,45,9577
67940,37,8980
97031,47,7690
39781,44,6401
8835,34,9766
5431,54,10070
18783,37,8495
90137,35,9216
27582,42,9611
77579,51,8711
74607,39,10220
78721,44,7119
85069,40,9191
4859,46,6113
61963,41,-1
37740,52,-1
73912,54,6229
82105,47,4433
54206,37,-1
50078,49,7128
14740,43,9489
65433,47,5459
89143,35,-1
65523,42,6663
98691,43,8131
80355,49,8276
27903,47,4466
86905,42,6535
60790,41,7685
95300,47,6269
97265,67,5162
65676,43,6717
52293,47,7003
59149,33,5620
10772,37,7100
86233,37,9092
81870,33,9328
10271,44,9933
6272,41,-1
26780,52,-1
12650,32,9057
36841,41,7975
72859,46,6750
54579,32,8390
97808,47,7018
3221,46,6289
21995,30,8174
22006,45,7619
1445,38,-1
58534,14,6956
11644,46,5696
60867,41,8709
60813,34,9730
21000,39,6379
27805,36,-1
53982,41,7114
60636,38,7938
38853,51,7982
39968,33,7538
47758,43,7863
90601,53,3922
68113,22,5826
94434,45,6899
39717,46,10003
21051,50,8990
77809,53,7864
82417,49,-1
17741,53,6510
54162,37,7280
7875,38,7423
77863,35,8958
42705,51,6552
42834,48,6576
31022,23,6637
16554,26,8404
23388,34,6218
58831,39,7471
46655,53,4383
59647,40,7997
87250,34,7030
56322,38,-1
70693,40,5838
59380,47,5318
9105,53,3660
16701,30,9651
8247,35,6229
58635,31,-1
34714,56,6041
44636,34,11189
673,31,-1
29694,46,7057
65880,34,5978
82816,48,7372
69784,49,7930
53229,54,7557
83814,49,6029
76668,45,7019
30491,47,9389
65342,36,5769
71680,35,10238
29133,37,6895
71292,34,6988
36137,34,5273
46082,48,5209
46048,62,6519
2245,51,7675
55317,41,5807
97242,34,8321
6748,62,5385
6738,34,8316
14667,38,-1
9188,45,6293
72142,31,9006
36083,32,5539
94906,38,6552
15550,43,6952
51427,41,7703
65766,37,7560
49796,50,11153
66934,47,10948
50399,40,7721
93504,46,10991
68627,55,9298
78826,48,5023
46953,41,7284
71125,44,8548
61060,52,6498
1632,33,7904
39923,20,6047
18621,35,9679
11589,34,6046
87888,33,7812
8665,42,5581
41507,55,7837
68473,40,7895
76561,52,10411
87947,50,4611
52911,42,6636
86152,64,5476
80832,29,10530
55530,44,6657
71669,38,7261
11133,22,6001
65202,38,9179
29238,46,8785
49734,38,6987
29983,50,5894
97998,42,7546
12346,50,7464
3627,43,5829
295,45,7372
65972,42,5621
86582,51,-1
25211,46,-1
38442,36,8248
26211,35,12329
99090,32,8576
86536,27,7875
26919,25,7314
29449,30,10988
50140,37,8269
79041,43,10892
804,49,6272
91833,28,7500
48530,35,-1
62760,58,6648
23110,39,7074
19356,32,7222
37476,47,5305
39981,37,5427
51997,28,10550
6541,52,-1
55039,49,8335
88423,24,6816
5309,27,6264
98716,31,8771
48802,37,6643
28316,34,3969
40470,27,9056
56659,31,9034
16638,43,-1
53841,43,8966
6232,52,-1
16800,50,7259
35392,29,9791
74517,49,5979
48421,38,7125
63698,35,7319
35197,49,7258
93925,25,6651
4939,55,6846
30059,36,6157
29352,38,7791
91111,36,6929
46061,32,10579
34788,44,6684
65732,50,-1
50656,29,7262
95632,59,7013
18353,41,7182
94186,46,6914
12728,42,9501
41079,31,7358
32901,19,11876
69450,50,6788
54543,47,9582
58964,38,7233
45282,49,-1
35703,60,2293
55108,27,9479
39990,52,7830
48496,46,5531
74012,41,7429
71065,33,8415
46879,40,6449
5707,29,8909
18271,27,8453
6832,42,6138
96665,48,6185
3738,50,-1
54665,38,8734
69328,49,9248
54667,25,8943
58487,27,-1
36290,47,6323
45794,40,8976
75772,42,5418
99405,33,5734
54521,31,10260
38354,52,7109
69311,50,-1
26812,48,6396
2937,42,-1
30840,40,6035
30598,43,-1
80276,25,11923
37199,41,8842
61703,25,5906
50514,49,6230
35429,35,7329
46920,53,6961
46499,48,7338
80750,37,7332
32807,44,8224
83937,39,5744
85367,46,7794
39337,47,6611
97850,31,10053
87734,41,4668
41647,47,7494
99173,42,9966
4024,42,6617
41558,39,8254
99013,49,8769
18627,24,8095
33676,45,6764
20255,35,-1
38605,32,7054
76397,48,5153
57425,38,10274
54950,31,9161
7320,47,6868
43321,50,5150
57280,44,7867
40287,40,8549
22986,57,-1
16386,41,7840
51436,29,8053
1155,34,8403
20127,38,8434
8169,31,5998
81378,32,8904
42334,37,-1
11657,62,-1
43846,33,7569
34735,36,-1
79754,54,7005
26746,36,5428
41018,42,7893
30994,37,5200
84701,49,7540
37966,53,8325
66509,36,5902
48184,45,7109
25684,40,7991
68680,51,6094
38486,44,7995
12165,35,6400
92560,42,6271
56598,44,6609
54593,43,5973
67738,54,7788
10308,37,9967
83306,40,5298
42496,39,8832
30485,38,7903
50862,18,9322
14004,40,-1
9129,28,7134
40026,43,6221
4941,33,8536
45691,41,5917
86937,27,8071
8069,52,5685
69582,40,7315
90528,46,6197
88269,57,-1
42524,42,5117
57809,44,8927
32087,32,10362
98447,45,8077
81479,26,-1
62564,32,-1
79785,42,10474
66193,38,11056
14277,31,8469
36107,34,6303
91989,43,4400
76967,52,8662
33567,42,5112
16276,58,8003
24867,34,-1
75827,38,5993
69633,42,7921
84749,43,7963
43971,49,6611
98976,25,6388
38539,53,8683
30849,38,12005
43297,42,4636
67709,38,7113
82481,35,8245
52786,44,-1
74865,42,4544
51202,43,-1
79378,41,6558
75691,29,10590
65568,46,5693
80438,48,6057
31176,26,8401
76149,39,9588
71069,32,-1
13695,37,-1
96442,41,4138
18664,19,7008
17254,45,5153
39686,58,7734
9889,43,7719
7623,38,9284
10020,39,6036
49883,41,5916
65440,39,5897
42513,42,10067
98468,55,6942
68851,50,7014
58974,51,-1
41027,28,9479
26941,45,5681
79022,33,7074
43652,38,6609
61004,43,6506
56145,44,5627
48590,14,8215
33252,46,7607
11562,34,9184
81465,62,5227
64653,30,7601
45943,36,9049
74939,43,8490
64220,50,6839
22353,40,7478
56838,46,4201
23868,32,7421
93486,47,-1
53758,33,7927
6676,52,7353
87118,45,5646
86767,50,8177
26686,37,10078
57249,37,5004
10706,36,9372
52108,45,5654
3242,43,9573
50402,30,9547
94547,43,6252
60779,52,8629
37527,27,8990
17337,36,7233
32702,42,8963
78822,36,7641
41948,47,7358
7726,51,6382
10829,38,6732
6267,41,6981
51757,31,6682
41611,37,8406
77238,53,6184
11735,37,-1
59963,41,-1
15752,42,9107
76214,35,8014
11307,39,10196
93819,34,6817
70919,33,8301
12229,52,7090
59960,34,9871
48013,46,5365
17906,28,7620
48007,56,8727
93465,48,8275
10666,40,5908
94228,45,5425
6426,50,6867
6318,43,9488
4363,42,6417
19325,35,9246
53172,41,6674
12750,21,8858
33294,37,8275
51409,32,7362
99228,31,9908
46133,37,6231
77992,48,6149
8991,60,6161
63383,46,6905
89017,47,-1
27459,41,6685
23293,37,8655
53249,33,9029
51433,42,4982
89932,44,6164
23726,52,7680
49428,40,-1
15343,31,10259
22767,43,-1
43112,42,5881
89799,44,6462
76792,59,-1
18144,35,8688
12276,34,3957
57101,43,7788
67403,35,8670
63421,52,6621
9162,50,6846
40681,38,8522
17136,41,5953
23607,26,7277
68663,44,6492
74368,32,8313
57310,44,7818
40700,34,6255
65799,37,7171
64862,37,7955
11608,41,5038
55940,46,6441
85943,35,5789
84111,48,-1
3337,24,9055
93430,49,7792
6728,42,8722
71681,23,8532
72290,43,-1
70095,52,9646
84215,50,3957
61542,40,8256
53647,36,-1
31922,51,7250
53854,46,8034
52502,33,7860
54085,40,5222
52618,44,6460
15808,53,-1
84044,37,5403
17190,36,-1
68030,42,-1
19662,24,7274
46065,52,5563
94927,49,-1
78873,34,9753
8849,21,8368
11636,38,6766
11750,50,8180
11030,37,6946
65966,44,6186
83943,48,6022
42218,34,8137
20014,52,-1
96064,29,6484
84847,42,8728
16604,39,8990
18588,46,4476
14304,31,8073
24605,28,7188
5308,33,-1
60366,30,10702
87181,34,7738
97378,48,7689
69593,34,-1
40660,45,8690
33426,37,9057
31003,57,7041
71256,34,7154
8107,44,7646
38642,40,5447
28323,45,6446
28905,46,-1
12481,41,7895
44210,45,6886
34329,22,5277
13260,38,8759
33558,46,-1
55628,42,-1
14894,43,-1
17526,32,7442
965,35,-1
97705,30,10007
40513,41,7692
17720,26,8371
56014,30,5732
18575,53,-1
15206,29,8172
6802,20,-1
94404,56,5153
80698,32,6407
74606,40,8477
17313,39,7444
83921,38,9843
2220,48,7434
52212,35,8370
50156,43,6540
63369,43,7567
87785,31,7983
16038,39,10534
40155,44,4730
37934,40,-1
25284,56,6629
61643,44,9677
11942,51,5653
57661,43,-1
90918,35,7392
71874,38,-1
75123,25,8100
46450,55,8465
81988,41,6388
33281,30,7654
79884,29,8328
17746,25,8899
30862,43,8099
19526,22,8183
54706,43,5323
44090,54,4779
61119,46,6228
94888,35,6908
62667,60,5775
77203,51,7972
59672,46,7602
33041,41,6467
88909,32,8616
68862,45,6780
99062,46,6586
29131,47,-1
74277,43,-1
92593,37,7646
90922,28,8487
20489,51,8924
11175,43,7112
69587,43,-1
39912,56,5385
8005,39,4534
3521,36,8693
99454,37,7268
44172,45,7111
44283,43,5123
12266,37,-1
91157,31,7170
89070,47,5770
18005,46,5069
4051,30,10268
51994,38,5994
61691,41,6094
87957,39,8403
95799,42,8540
88081,55,5768
11666,44,8366
62991,36,6434
43830,40,7766
46521,40,7154
3278,45,-1
49571,46,6517
31375,47,9623
47449,54,9007
72442,57,5875
11405,40,6146
36198,35,-1
74019,42,8307
35875,43,8489
35478,40,6265
25043,51,8255
25767,47,10397
74902,36,6413
70232,53,5286
63806,43,5607
2516,56,9165
94980,47,9268
1199,37,8326
35404,44,6032
44519,49,7061
64756,48,9678
19922,39,6812
19027,24,7976
60144,30,8377
524,47,-1
77387,21,6221
33075,45,11334
9801,45,6750
82056,42,-1
62937,50,5846
74731,40,5360
63999,45,9376
66071,37,-1
84772,47,6718
69927,39,8592
3493,52,6475
37728,55,-1
55138,33,9330
46793,52,7918
81815,49,7498
74759,52,6962
2376,50,4051
14406,43,8956
50361,52,7171
4088,33,7469
22256,39,10126
35425,41,4903
95358,45,5602
63863,33,7450
9937,30,6298
27176,44,5173
35872,49,10008
57397,37,7111
49482,49,5169
50074,35,8784
84652,38,6844
9579,45,7899
56983,37,8177
73860,39,-1
22824,53,6959
14777,40,-1
43957,41,7171
86785,48,7801
44826,43,6580
70625,53,4961
87712,25,7246
84237,41,5354
37973,48,4366
55345,41,6807
32080,65,7082
54661,39,9378
93380,39,5295
10809,34,9656
48078,38,9599
2271,43,5296
45145,49,-1
56018,40,8452
16814,48,8363
62762,42,5654
97902,52,-1
57316,39,-1
43353,34,6934
93007,33,8766
54212,40,5459
398,25,5423
32774,49,8354
2493,43,4238
536,53,-1
24957,33,-1
79692,26,7381
91597,33,8338
45815,47,4891
15182,44,7880
1830,28,9478
26682,58,5478
63120,36,8490
35373,43,7618
5957,40,-1
28189,44,7776
39524,25,9681
95870,49,6280
83120,30,-1
28674,43,6929
61992,57,5298
38925,49,7051
47437,55,7979
8497,28,6713
18241,36,6738
1022,36,5876
75309,36,7121
42333,54,6245
99698,33,9471
76940,38,6021
67399,38,6119
63445,38,8053
32796,45,7528
21436,50,7263
14701,37,-1
99187,31,7523
89042,43,9583
56024,39,5932
16129,29,8702
12610,48,7989
37278,33,9356
55207,53,8550
30127,53,5515
37244,47,7068
53971,31,7564
34717,34,7253
16098,41,7533
40265,39,6102
67086,41,8590
23444,29,9282
52886,61,5175
68955,37,7220
73772,48,-1
41272,35,9373
20112,25,9436
97533,42,6921
15626,50,7887
41668,29,-1
86884,42,7126
32273,40,7467
38423,30,6242
42206,26,-1
12682,44,7536
35424,51,7810
57511,49,8735
502,49,-1
32283,37,5939
75544,40,8580
9030,41,9024
68548,33,7443
21373,45,6754
38480,43,4492
40500,39,7442
98066,42,7520
85574,38,9966
30170,35,7316
91733,44,7548
11449,36,8396
29468,57,6295
78227,36,7851
52849,46,7241
28533,53,7134
34554,46,9483
20787,44,8869
7255,50,7750
39431,34,7383
26977,41,6147
15790,49,7143
55410,47,7595
26565,18,9818
53500,49,7321
70108,34,5641
53090,37,8646
7096,44,7321
74411,58,5083
55516,39,6354
32613,31,9218
89576,39,5492
48259,46,5817
13033,37,6846
1761,33,10130
821,36,8945
23796,36,6434
35067,47,4672
68852,52,5066
11834,43,7835
48475,30,9794
35647,41,6019
81590,35,9655
33499,39,9372
92747,33,5145
73146,24,9760
75149,30,9557
66840,31,7462
40980,44,-1
7128,43,6514
46462,47,5369
40489,48,7564
33454,39,6534
23131,48,6363
31249,43,9204
26661,30,7322
67431,45,9595
50835,36,7254
71843,39,11105
54308,32,9966
4107,52,6766
30470,37,10414
21549,42,-1
76812,48,5030
14005,22,-1
75954,46,8637
19972,40,4824
49971,46,6678
94707,32,9023
78963,30,7882
41491,48,5733
94700,53,8637
17284,55,6887
2805,23,9280
38277,41,5288
74386,45,11870
71662,36,9143
8023,51,8143
79357,43,10678
58471,47,6655
773,40,5769
46410,46,5224
4103,41,5960
72958,38,9181
55955,39,9735
72169,25,6392
57672,37,8810
57188,48,7946
52353,40,8970
35941,57,8494
58377,36,9694
11529,52,9385
79162,33,6806
12942,48,9199
11846,46,-1
24537,45,9525
65237,41,7441
45855,44,9678
65457,39,6152
60055,42,9298
96852,36,6619
75389,44,8745
55492,45,8966
20668,43,6153
95206,38,7939
16460,62,4996
81425,27,9926
56417,44,7025
68253,42,6955
38198,33,8149
11604,31,7623
2391,35,7400
17382,47,7017
92577,44,7025
64573,48,7068
17719,35,8372
52444,31,8391
91595,44,2647
30883,49,5400
50847,34,8738
46724,41,-1
62765,38,6938
48383,53,7123
18373,41,7346
8648,39,5489
17359,32,8534
88701,57,3762
85847,47,6952
60300,35,-1
23787,33,5885
42403,24,5791
31196,42,5327
8114,49,5799
85766,37,6229
18145,52,-1
8018,48,5911
95063,33,7344
81025,52,4582
64151,49,5688
10902,37,7206
6468,52,-1
6361,36,5642
79316,42,8346
61541,33,7286
71785,56,7030
65622,28,9223
39808,45,10150
7696,50,8281
97694,33,6533
66731,45,9329
6270,33,6875
21789,58,6107
13800,41,6460
40306,48,9281
26404,41,7541
60681,38,8308
15736,46,7643
58658,42,-1
18060,47,6485
50960,32,6792
74955,17,9394
3076,29,8945
7842,34,7364
58114,45,-1
92546,30,7622
15159,37,9822
27964,43,-1
77328,37,-1
72325,32,6783
27701,43,8416
43602,57,-1
39183,44,4687
73006,27,7735
99470,25,10072
95414,50,8677
72919,41,6260
43662,52,7775
75053,39,5760
74561,30,6543
94777,48,5777
82473,58,7077
86581,25,8977
81772,49,9621
92283,23,-1
30469,45,10769
76152,45,9687
29937,43,8176
14001,58,9800
92648,50,4837
28809,51,8851
95728,41,5717
51288,42,7208
46217,33,4624
73659,54,8184
40775,42,8190
83166,36,6443
59521,41,7635
36750,44,5831
17617,34,7742
44842,46,7187
98003,36,6284
59631,28,-1
91753,43,5449
66240,32,6611
10963,28,8841
20088,51,5996
86865,33,8768
61958,36,7892
13325,44,7336
46911,43,8730
92597,51,5906
89726,47,6571
28104,42,8204
74380,55,5720
83126,23,8145
66680,47,7415
22984,36,6837
3393,52,8113
25327,45,7790
5038,57,-1
81582,23,9421
39545,41,-1
15460,40,6629
55695,30,9657
45123,59,6553
29758,40,8599
86234,43,4065
46210,35,7219
59464,62,4159
22107,36,-1
46744,48,6129
38305,53,5522
56166,42,6092
71100,40,5726
9979,38,7547
96799,37,5602
98051,22,7371
3282,34,7184
24752,42,-1
77636,27,10884
28966,27,11321
85267,34,7644
78055,44,7467
70833,32,9115
9845,35,-1
69399,49,7652
75178,39,6516
58982,47,7058
491,40,9012
67189,40,5844
54751,60,7203
47587,48,7483
61211,48,4755
84450,37,8584
77532,34,6940
94481,33,5838
67131,32,7296
31248,34,8701
64284,37,7569
73304,30,6804
25868,43,5203
52991,46,8250
33219,36,-1
17642,48,5747
35235,44,7925
13290,37,7307
66475,41,-1
38091,45,4961
17134,34,7782
51963,36,6196
7580,36,9519
49182,37,9067
5564,43,10009
53081,67,5638
38901,57,5995
79373,44,10008
9724,44,7007
59394,44,7098
71010,38,6121
88079,26,6961
81194,50,9613
89055,45,7233
44799,43,-1
91354,28,8373
11265,61,8085
65376,36,8205
58207,45,7070
25415,32,7418
48158,31,7921
21517,32,6750
5904,36,9590
29058,58,8666
34995,51,8144
39667,44,7870
73430,30,11326
22021,57,-1
61139,30,8574
54966,39,7491
97281,58,-1
88417,50,8645
23865,47,7331
73473,42,7233
23861,36,5128
63345,40,-1
70943,38,7880
17298,24,8138
2268,23,8795
40203,48,5581
72160,42,5866
4337,37,10312
99805,39,6501
14670,37,9795
37017,29,9866
15807,40,9054
48333,26,7950
70335,36,8736
5169,37,8027
58113,42,6602
35795,45,7268
97417,48,9263
71335,41,9217
60567,39,7266
43203,53,-1
73031,41,7789
51463,48,9337
26384,41,9613
40145,35,7418
49147,41,6803
73661,25,8788
81014,30,8145
16414,36,7883
25776,40,9284
94262,35,7692
5146,43,6570
89327,39,6624
61520,28,7347
51891,47,7710
43047,30,7696
31681,48,6032
41292,28,8368
81390,20,9454
17200,28,8030
22881,46,5754
34455,50,7243
21842,31,7429
47661,46,5693
72456,40,8063
76401,52,4821
37767,53,7070
96015,40,6027
92307,43,7354
11060,51,6777
87798,37,7914
6241,33,6026
94615,37,8192
36878,53,4383
61705,40,7138
96149,34,7420
96329,17,9672
22661,49,4458
8866,37,11150
12435,48,4339
6219,40,7752
34203,45,7526
74496,40,7060
10970,53,-1
49495,27,7694
75987,35,4786
38884,38,6268
23727,41,8565
31462,49,-1
34496,34,5569
52438,40,7702
20362,38,8114
13337,23,-1
39663,37,7715
40987,30,6579
11652,33,7634
2040,42,6952
42979,35,7670
27435,51,-1
34645,30,5647
10942,32,9677
76282,31,-1
16210,41,8958
37033,31,11505
49197,45,8270
68075,39,6475
72003,34,-1
88797,47,7863
43659,49,6090
47263,38,8831
15272,43,3529
51109,37,6802
76529,51,-1
91385,32,9177
3904,41,6563
22122,55,5064
16434,40,7000
16842,43,7160
58452,39,8769
78479,52,5097
12966,50,6742
1570,40,8303
89394,26,11035
4079,28,10090
76822,41,5909
52094,36,8180
24573,47,7559
16815,34,7233
41649,38,8572
39691,51,4089
20799,33,9722
2727,22,-1
42087,40,7192
97716,39,-1
59985,41,-1
40740,29,10953
67251,53,9555
53207,39,-1
32373,42,6651
7026,32,10531
30855,33,6711
6578,53,6543
46878,19,-1
19489,27,-1
99033,34,9105
3222,38,8628
31220,55,6252
21615,28,-1
50619,33,9505
57023,43,-1
82157,37,6691
253,44,9253
20796,36,7516
70002,51,5594
68383,33,7229
50137,42,10351
34590,47,6736
98257,61,-1
96896,43,6677
76070,32,6186
86702,38,8489
72677,40,7845
26554,32,7019
53142,47,9598
44937,29,7765
86857,38,-1
72157,30,5967
37716,45,8926
27642,53,6005
8965,44,9229
48502,44,6966
89711,35,6497
66232,47,7211
38950,42,6789
41656,47,8636
79209,37,7970
56948,47,6015
70894,43,5326
11373,53,7821
82048,25,5726
15571,37,8475
45034,37,9016
26443,43,6716
37186,46,6739
91214,40,5170
2952,36,8876
44394,42,8514
14049,49,7174
43582,38,10176
25884,49,7764
14181,44,7815
62379,45,5338
32608,43,-1
25971,52,-1
74402,24,9429
71568,27,-1
97979,33,-1
60691,50,6280
40471,35,9011
56814,36,8466
56717,48,-1
96991,28,7661
75694,42,5571
29723,42,6059
67547,34,-1
34614,39,8173
7108,39,4510
25452,34,7385
10259,46,9480
65770,18,6054
91367,49,6063
57663,37,7188
64778,35,10110
13005,31,5634
78624,38,-1
13391,40,9131
32497,38,8632
82149,50,8713
3767,40,7019
23170,35,8169
98513,41,6919
21286,51,7343
14827,63,6909
24948,54,5856
48062,39,-1
30965,37,8613
32489,49,4447
57446,42,5540
59729,46,9224
97817,35,7914
83781,61,7724
91624,39,8356
72687,53,8138
71377,45,7254
96009,47,-1
30144,41,7513
60780,37,9221
94782,39,8781
80033,53,-1
60330,24,6537
36186,61,6611
66082,42,5274
8027,40,7223
14503,39,6524
34363,41,3722
82561,49,5783
49414,32,8720
67337,42,8580
40460,45,-1
46320,49,5661
59420,32,4804
28642,24,-1
33190,45,7369
39521,41,-1
2783,37,5856
58214,35,6203
54825,53,9517
24263,50,-1
75521,40,8514
34605,46,5920
49256,46,7881
10817,42,8692
28102,46,-1
70851,47,5570
21956,21,9465
56818,28,8257
48833,36,6287
4549,30,-1
54599,44,-1
12373,49,6565
99475,46,8486
13287,44,9668
19886,45,-1
17149,50,4491
10182,50,6998
2709,44,6840
4604,42,5576
48593,35,6608
38181,40,-1
63054,34,-1
35858,42,6622
88627,41,7027
64904,40,6361
47158,35,7317
58093,52,6335
87159,50,6099
93270,23,7942
73154,31,8329
80542,24,9153
2625,45,6108
54804,43,7311
84775,39,10054
92349,47,7940
30088,43,6353
15602,48,-1
66289,35,8444
40336,50,6438
48672,47,-1
66647,38,8265
38246,47,6034
90307,44,7866
83146,44,7317
20308,52,7679
11051,24,9493
17436,38,5577
43170,39,8311
64556,56,-1
73787,43,5693
55181,37,8750
26688,43,8797
87577,43,8976
5447,38,8978
75687,36,8881
54493,41,9246
22957,44,5677
11838,31,6346
16512,40,9926
37854,32,9572
71049,30,7066
77111,55,6447
15697,29,6164
17773,36,9507
45300,46,8711
56761,53,7629
76236,40,9048
96829,39,8689
77839,41,8496
65301,56,5684
53307,35,7717
17848,49,7262
56237,41,6764
28458,29,6584
68909,32,6725
76343,41,8305
53653,31,-1
53914,39,8186
99103,40,5413
95787,42,8831
55493,41,6683
98363,32,-1
69144,33,5801
81277,38,8640
20041,38,8806
7057,40,7517
66693,51,5921
97933,40,8096
36762,46,5774
15000,40,7195
58385,36,8321
22520,41,7994
95539,57,-1
1572,53,7174
99461,35,6166
79289,37,6820
29412,65,8340
47194,35,9621
52695,39,8069
57355,44,7936
95770,45,6224
85737,47,7653
38424,45,8677
53434,63,5581
5019,28,6754
96565,25,5668
94205,35,9300
75708,32,6767
26100,44,9739
88899,40,8392
78298,51,5546
147,43,6785
47658,50,8100
43273,45,7893
63283,32,8340
15517,47,-1
78965,42,6221
86476,47,6450
78117,38,9559
55449,23,8560
72771,49,6606
70879,36,7595
62799,44,6577
71364,47,6248
48717,37,9508
42484,41,6694
46800,30,9414
65802,47,6269
94296,35,6240
95487,43,11883
13896,41,7703
35736,29,-1
33599,36,9134
62620,60,6362
58299,41,4059
72062,33,7521
474,41,4834
21592,30,5494
27688,34,8579
90635,48,6623
70381,36,6439
10889,43,5644
14729,59,5804
41554,46,6072
74336,44,7264
18200,38,8026
82479,36,8158
16933,35,-1
89165,34,9207
91613,42,9409
26537,54,8864
82370,46,-1
34060,39,7981
16357,39,7115
99138,34,9153
3136,44,5451
45025,44,7850
61569,40,4345
98041,23,7144
65531,33,8583
21527,31,7929
18880,46,6596
34634,40,6869
73095,35,8175
8887,20,8271
67174,46,5485
93605,36,-1
63499,42,6701
52738,41,6345
55196,33,6776
93375,39,5324
13247,53,6899
99450,28,9527
49797,27,6106
82925,27,7682
81457,42,4655
33771,48,7336
3025,53,3530
92909,44,8575
575,43,9536
33624,25,7142
7777,26,-1
70203,40,9423
74448,46,9509
55447,46,3931
5374,42,-1
35460,33,8671
20380,49,9065
35307,39,8812
18686,58,6790
19320,41,11102
51061,40,-1
58134,29,6601
18102,23,-1
75632,39,6537
58577,45,7455
29567,40,7150
2349,43,-1
11446,61,7740
66796,41,6298
99554,37,7891
50556,42,7745
60999,45,-1
38348,31,8050
17873,36,10386
46020,44,7884
84914,49,9902
37503,44,6933
74195,35,9701
19729,53,7822
34863,53,7436
2797,31,5919
61769,40,7096
73449,42,11626
28265,53,9173
64923,40,7049
57525,48,5038
98734,48,6767
13644,42,9609
96027,43,8974
98733,40,3962
81519,38,7123
33652,41,8102
22096,42,5072
48212,43,13093
99769,50,8258
1801,41,7491
31378,36,6440
22714,29,8349
86132,48,6888
58845,51,7031
16579,49,5768
28589,46,6911
60158,31,9005
9624,35,5198
30067,54,7345
86586,46,10721
86817,23,7757
55990,31,8713
91923,39,7705
32677,48,-1
44503,43,5871
27953,45,8236
85845,49,-1
23381,47,8114
37229,37,9398
21282,60,4878
90335,33,7422
33560,35,11134
93703,58,6961
69317,39,6336
98566,46,6829
27970,54,7238
16188,34,8561
31326,43,5019
71599,22,4522
52660,38,5187
6418,48,9790
95656,53,5777
15466,27,9445
19223,44,-1
49242,56,-1
3912,28,7083
25170,33,7927
3570,43,8325
83439,38,5587
30686,50,7289
61670,46,7743
8925,47,6601
24184,29,8541
10254,50,6029
64943,45,7553
32546,42,-1
70142,42,7448
90178,42,-1
53141,45,-1
45410,40,6003
82102,32,7963
84715,50,4842
34066,42,6639
158,34,7010
68966,23,-1
73759,46,4216
71701,44,7354
69354,46,8621
79156,41,-1
84057,34,7247
53843,48,6199
28049,47,10221
16301,40,-1
3789,37,6799
80384,45,7623
84588,36,8443
20458,50,-1
88235,20,6421
44027,32,9894
38499,35,7894
83080,41,6496
33118,38,7185
93097,33,6512
2259,32,9138
18713,41,-1
73000,34,7964
49749,50,9617
63616,33,7938
66676,43,7203
80796,42,-1
34350,48,5718
48683,29,6239
18166,40,8635
15528,39,4743
75721,37,8752
53929,44,-1
61058,45,6245
67374,49,7031
28078,45,-1
70416,39,8312
92558,58,4517
65356,53,6709
88753,36,7464
92734,42,8217
30919,34,6392
25717,46,6611
56429,39,10370
32665,37,9185
53390,41,6225
85626,47,7778
31482,37,10134
66085,51,6297
86305,45,9188
65353,44,-1
95659,55,9336
89488,34,7241
13943,36,7769
38752,44,7118
80040,38,-1
62563,49,6388
78375,46,6478
23320,35,7916
69664,52,8885
42867,31,9880
35741,53,6570
10093,42,-1
69897,33,8615
66136,32,9405
45917,51,7899
15085,27,9170
10120,18,8034
19931,34,8381
55968,42,7277
66743,43,7702
63019,37,6628
41146,51,5115
88341,48,8879
75511,48,4528
14555,29,7705
23198,55,10557
77802,40,8495
23654,44,7429
17096,42,-1
16947,41,6084
70349,44,5036
61069,42,7313
43545,25,9846
42806,45,7012
77457,44,7887
29154,44,6745
78704,48,9413
80467,29,6480
95552,42,7603
87339,39,8257
83514,22,7335
85054,29,8012
69367,45,5642
14044,40,6569
24314,50,7343
71095,47,-1
52420,34,7329
36339,30,-1
14298,30,-1
47844,36,7249
33929,43,6323
73639,50,-1
21107,44,9164
20499,35,7867
86683,46,9131
7031,40,-1
13821,51,9290
95774,33,5097
85516,48,-1
90898,44,7959
68339,30,-1
30958,35,5519
98822,33,10468
86638,40,3549
32932,42,3258
99831,55,-1
86842,39,10155
50585,38,8467
24138,26,7311
573,43,9948
80573,53,2924
42142,55,8920
83171,37,6139
68949,43,-1
21758,44,7481
69614,31,9788
54264,35,8210
69004,42,-1
65703,34,8098
24856,24,7305
51781,25,6196
85450,48,5799
73908,47,-1
20859,40,5817
97669,36,7397
74252,26,-1
43349,31,7549
3896,41,6674
94145,34,5361
39700,48,-1
94014,35,-1
3198,38,7630
80787,35,6718
96192,28,5629
33478,41,8705
54175,27,8646
88250,41,4103
81359,26,-1
43729,52,6376
27901,48,6848
12400,41,6781
22640,36,8604
53869,48,6883
26526,50,6207
9293,30,8054
58343,37,9504
6807,35,7412
84682,41,8465
37731,31,8132
